type,breed,color,sex,size,impound_number,kennel_number,id,intake_date,outcome_date,days_in_shelter,intake_type,intake_subtype,outcome_type,outcome_subtype,intake_condition,outcome_condition,intake_jurisdiction,intake_total,date_of_birth,name,zip_code,:@computed_region_dig5_f3vy,outcome_jurisdiction,ano
Cat,Domestic Lh,Black/White,Neutered,KITTN,K14-011484,LOBBY,A313124,2014-10-27,2014-12-02,36,Transfer,VET_HOSP,Adoption,WALKIN,HEALTHY,HEALTHY,COUNTY,1,2014-09-05T00:00:00.000,*ARTHUR,95476,31040,COUNTY,2014
Cat,Domestic Mh,Black/White,Neutered,KITTN,K18-030712,LOBBY,A380804,2018-11-24,2018-12-20,26,Stray,OVER THE COUNTER,Adoption,WALKIN,TREATABLE/REHAB,HEALTHY,COUNTY,1,2018-10-17T00:00:00.000,*MITTENS,95448,31016,*HEALDSBURG,2018
Dog,Poodle Min,Cream,Neutered,SMALL,K18-030610,DA25,A379712,2018-11-13,2018-11-13,0,Stray,FIELD,Return To Owner,OVER THE COUNTER_CALL,UNKNOWN,HEALTHY,SANTA ROSA,1,2008-11-13T00:00:00.000,BEAR,94928,1829,*ROHNERT PARK,2018
Dog,Siberian Husky,Red/White,Female,MED,K22-041575,DS71,A411915,2022-06-10,2022-06-10,0,Confiscate,FLD_CORONR,Return To Owner,OVER THE COUNTER_MCHIP,UNKNOWN,PENDING,SANTA ROSA,1,,LIBERTY,95407,26079,SANTA ROSA,2022
Dog,Germ Shepherd/Mix,Tan/White,Spayed,SMALL,K17-025474,DA41,A360703,2017-09-26,2017-09-30,4,Adoption Return,OVER THE COUNTER,Adoption,WALKIN,HEALTHY,HEALTHY,*WINDSOR,1,2016-11-08T00:00:00.000,*ABBY,95448,31016,*HEALDSBURG,2017
Other,Rabbit Sh,Brown,Female,SMALL,K15-017099,TX,A330652,2015-12-10,2015-12-11,1,Stray,OVER THE COUNTER,Euthanize,INJ SEVERE,UNTREATABLE,UNTREATABLE,SANTA ROSA,1,,,,,,2015
Dog,Shih Tzu/Mix,White/White,Spayed,SMALL,K15-012919,DS68,A317089,2015-02-24,2015-02-25,1,Stray,FIELD,Return To Owner,OVER THE COUNTER_WEB,HEALTHY,HEALTHY,*WINDSOR,1,2006-02-25T00:00:00.000,SAFIYA,95492,31428,COUNTY,2015
Cat,Domestic Lh,Brn Tabby,Neutered,KITTN,K15-014486,LOBBY,A323014,2015-06-17,2015-06-23,6,Owner Surrender,OVER THE COUNTER,Adoption,WALKIN,HEALTHY,HEALTHY,COUNTY,1,2015-04-06T00:00:00.000,CIEL,95405,26078,SANTA ROSA,2015
Cat,Domestic Sh,Calico,Spayed,SMALL,K14-007724,SMM,A302702,2014-02-14,2014-02-25,11,Owner Surrender,OVER THE COUNTER,Transfer,FORGOTTEN,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,COUNTY,1,2006-02-14T00:00:00.000,PUNKIN,95403,26076,SANTA ROSA,2014
Other,Goat,Tan/White,Male,MED,K17-025980,FAIRGROUND,A362805,2017-10-21,2017-10-24,3,Stray,FIELD,Transfer,,UNKNOWN,PENDING,SANTA ROSA,1,,,95404,26077,SANTA ROSA,2017
Other,Dutch,Brown/White,Male,SMALL,K14-011853,CA01,A314337,2014-11-26,2014-12-10,14,Stray,OVER THE COUNTER,Transfer,SAVEABUNNY,HEALTHY,HEALTHY,SANTA ROSA,1,2013-11-27T00:00:00.000,MIKE,94941,1838,OUT OF COUNTY,2014
Dog,Labrador Retr/Mix,Gold,Neutered,LARGE,K14-008489,MAC,A305415,2014-04-16,2014-04-27,11,Owner Surrender,OVER THE COUNTER,Adoption,SPEC EVENT,HEALTHY,HEALTHY,COUNTY,1,2013-05-16T00:00:00.000,BUDDY,95409,26080,SANTA ROSA,2014
Cat,Domestic Sh,Gray Tabby,Spayed,KITTN,K23-043980,CA02,A415948,2023-03-02,2023-05-09,68,Quarantine,FIELD,Adoption,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,1,2022-09-26T00:00:00.000,*MARINARA,95472,31039,COUNTY,2023
Dog,Labrador Retr/Pit Bull,Tan,Neutered,LARGE,K15-016892,TRUCK,A225246,2015-11-24,2015-11-24,0,Quarantine,FLD_STRAY,Return To Owner,FLD_PRVS,HEALTHY,HEALTHY,COUNTY,1,2008-06-02T00:00:00.000,TUCKER,95471,23755,COUNTY,2015
Cat,Domestic Mh,Brn Tabby,Male,KITTN,K18-028547,CI01,A373529,2018-06-05,2018-06-09,4,Stray,FIELD,Transfer,HSSC,TREATABLE/REHAB,TREATABLE/REHAB,*PETALUMA,1,,,95407,26079,COUNTY,2018
Dog,Pit Bull,Tan/White,Spayed,LARGE,K15-014604,DA10,A323266,2015-06-25,2015-09-12,79,Stray,OVER THE COUNTER,Adoption,WALKIN,HEALTHY,HEALTHY,COUNTY,1,2012-08-02T00:00:00.000,PUMPKIN,95407,26079,SANTA ROSA,2015
Cat,Domestic Sh,Gray Tabby,Male,SMALL,K20-035743,FREEZER,A397232,2020-04-24,2020-04-24,0,Stray,FIELD,Euthanize,ILL SEVERE,UNKNOWN,UNTREATABLE,SANTA ROSA,1,2018-04-24T00:00:00.000,,95407,26079,COUNTY,2020
Dog,Pit Bull,Blue,Neutered,MED,K16-017808,DA35,A333127,2016-02-17,2016-05-04,77,Stray,FIELD,Adoption,WALKIN,HEALTHY,HEALTHY,COUNTY,1,2014-02-17T00:00:00.000,*RAY,95407,26079,SANTA ROSA,2016
Cat,Domestic Sh,Buff,Unknown,SMALL,K17-023230,CI02,A351343,2017-04-22,2017-04-22,0,Stray,OVER THE COUNTER,Euthanize,ILL SEVERE,UNTREATABLE,UNTREATABLE,SANTA ROSA,1,,,,,,2017
Dog,Pit Bull/Labrador Retr,White/Black,Neutered,LARGE,K19-034193,DS63,A337972,2019-10-20,2019-10-22,2,Stray,FIELD,Return To Owner,OVER THE COUNTER_NOTICE,UNKNOWN,PENDING,COUNTY,1,2015-06-04T00:00:00.000,HANK,95403,26076,SANTA ROSA,2019
Dog,Aust Cattle Dog/Mix,Black/White,Male,MED,K18-029260,DS78,A375016,2018-07-29,2018-08-31,33,Stray,FIELD,Transfer,HSSC,HEALTHY,HEALTHY,*WINDSOR,1,2011-08-30T00:00:00.000,,95407,26079,COUNTY,2018
Dog,Pit Bull,Red/White,Neutered,MED,K23-045414,DS59,A419079,2023-07-15,2023-07-18,3,Confiscate,FLD_ARREST,Return To Owner,OVER THE COUNTER_ARREST,UNKNOWN,PENDING,*SONOMA,1,2013-07-18T00:00:00.000,PISTOL,95476,31040,COUNTY,2023
Dog,Pit Bull,Blue,Neutered,LARGE,K15-017213,TRUCK,A326742,2015-12-22,2015-12-22,0,Stray,FIELD,Return To Owner,FLD_MCHIP,HEALTHY,HEALTHY,SANTA ROSA,1,2010-02-01T00:00:00.000,COWBOY,,,,2015
Cat,Domestic Sh,Flame Pt,Neutered,KITTN,K18-029390,LOBBY,A375218,2018-08-08,2018-08-17,9,Owner Surrender,OVER THE COUNTER,Adoption,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,1,2018-06-01T00:00:00.000,*MIKE,95407,26079,COUNTY,2018
Cat,Domestic Sh,Black,Spayed,SMALL,K14-008303,WESTFARM,A304975,2014-04-04,2014-04-11,7,Stray,OVER THE COUNTER,Adoption,WESTFARM,HEALTHY,HEALTHY,SANTA ROSA,1,2013-04-07T00:00:00.000,*ANNIE,95404,26077,SANTA ROSA,2014
Dog,Pit Bull/Mix,Blue/White,Neutered,LARGE,K15-017141,TRUCK,A330898,2015-12-14,2015-12-14,0,Stray,FIELD,Return To Owner,FLD_IDTAG,HEALTHY,HEALTHY,SANTA ROSA,1,,BUDDY,95678,20884,OUT OF COUNTY,2015
Cat,Domestic Sh,Brn Tabby,Unknown,SMALL,K19-033449,COOLER,A390834,2019-08-23,2019-08-23,0,Stray,FIELD,Disposal,DOA,UNKNOWN,DEAD,COUNTY,1,,,,,,2019
Cat,Domestic Sh,Black/White,Neutered,SMALL,K21-037793,CS06,A402283,2021-01-30,2021-02-09,10,Owner Surrender,OVER THE COUNTER,Return To Owner,COMMCAT,HEALTHY,HEALTHY,SANTA ROSA,1,2020-05-29T00:00:00.000,SCOOTER,95404,26077,SANTA ROSA,2021
Cat,Domestic Mh,Gray/White,Neutered,LARGE,K17-022137,CA02,A346956,2017-01-06,2017-02-28,53,Owner Surrender,OVER THE COUNTER,Adoption,WALKIN,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,SANTA ROSA,1,2010-01-06T00:00:00.000,GARY,95403,26076,COUNTY,2017
Cat,Domestic Sh,Black,Neutered,SMALL,K15-017028,CI02,A330260,2015-12-05,2015-12-18,13,Owner Surrender,OVER THE COUNTER,Adoption,INTERNET,HEALTHY,HEALTHY,COUNTY,1,2015-07-07T00:00:00.000,*DAVID,95401,26075,SANTA ROSA,2015
Dog,Poodle Min,White,Male,SMALL,K18-029373,DS85,A375203,2018-08-07,2018-08-09,2,Stray,FIELD,Return To Owner,OVER THE COUNTER_WEB,HEALTHY,HEALTHY,SANTA ROSA,1,2007-06-05T00:00:00.000,JACK,95401,26075,SANTA ROSA,2018
Cat,Domestic Sh,Gray,Unknown,SMALL,K15-013038,CS06,A317584,2015-03-05,2015-03-10,5,Stray,OVER THE COUNTER,Transfer,FORGOTTEN,HEALTHY,HEALTHY,COUNTY,1,,,95403,26076,SANTA ROSA,2015
Cat,Domestic Lh,Gray/White,Male,MED,K23-044115,VET,A410395,2023-03-17,2023-03-20,3,Stray,OVER THE COUNTER,Return To Owner,MEDICAL,UNTREATABLE,DEAD,SANTA ROSA,1,,MOCHI,95404,26077,SANTA ROSA,2023
Cat,Domestic Lh,Gray,Female,SMALL,K18-030368,TX,A378386,2018-10-22,2018-10-22,0,Stray,FIELD,Return To Owner,OVER THE COUNTER_MCHIP,UNKNOWN,TREATABLE/REHAB,SANTA ROSA,1,,PRINCESS,95405,26078,SANTA ROSA,2018
Dog,Labrador Retr/Mix,Black,Neutered,LARGE,K14-009432,TRUCK,A308224,2014-06-22,2014-08-23,62,Transfer,VET_HOSP,Transfer,PETCARE,TREATABLE/REHAB,TREATABLE/REHAB,COUNTY,1,2010-06-23T00:00:00.000,*LOGAN,95403,26076,SANTA ROSA,2014
Other,Bat,Brown,Unknown,TOY,K16-021457,EUTH,A344776,2016-11-04,2016-11-04,0,Quarantine,FLD_STRAY,Euthanize,FRA,UNTREATABLE,DEAD,COUNTY,1,,,,,,2016
Dog,Pit Bull,Brown/White,Spayed,SMALL,K22-041166,DS76,A411158,2022-04-22,2022-04-27,5,Confiscate,FLD_CORONR,Return To Owner,OVER THE COUNTER_PRVS,UNKNOWN,PENDING,SANTA ROSA,1,2021-11-22T00:00:00.000,FOXY BROWN,95409,26080,SANTA ROSA,2022
Cat,Domestic Sh,Brn Tabby,Spayed,SMALL,K17-026133,TX,A363796,2017-11-01,2017-11-03,2,Stray,FIELD,Return To Owner,OVER THE COUNTER_WEB,TREATABLE/REHAB,TREATABLE/REHAB,SANTA ROSA,1,1998-11-03T00:00:00.000,HARRIETT,95403,26076,SANTA ROSA,2017
Cat,Domestic Sh,Gray,Female,SMALL,K22-043185,CS06,A414224,2022-11-22,2022-11-23,1,Stray,FIELD,Died,IN KENNEL,UNKNOWN,DEAD,COUNTY,1,,SMOKEY,95407,26079,SANTA ROSA,2022
Dog,Germ Shepherd/Mix,Gray,Unknown,PUPPY,K14-008561,RECEIVING,A305777,2014-04-23,2014-04-23,0,Owner Surrender,OVER THE COUNTER,Euthanize,ILL SEVERE,UNTREATABLE,UNTREATABLE,COUNTY,1,,,,,,2014
Cat,Domestic Sh,Brn Tabby,Male,KITTN,K18-029048,CI02,A374587,2018-07-10,2018-07-13,3,Stray,FIELD,Transfer,HSSC,TREATABLE/REHAB,TREATABLE/REHAB,COUNTY,1,2018-06-10T00:00:00.000,,95407,26079,COUNTY,2018
Dog,Labrador Retr/Mix,Black,Neutered,SMALL,K15-014096,DA42,A322324,2015-05-22,2015-06-04,13,Stray,OVER THE COUNTER,Transfer,GREEN DOG,HEALTHY,HEALTHY,COUNTY,1,2014-12-22T00:00:00.000,TURBO,95492,31428,*WINDSOR,2015
Dog,Pit Bull,Brown,Neutered,MED,K18-027909,TRUCK,A370994,2018-04-19,2018-04-19,0,Stray,FIELD,Return To Owner,FLD_MCHIP,UNKNOWN,HEALTHY,SANTA ROSA,1,2011-04-19T00:00:00.000,YOGI,95405,26078,SANTA ROSA,2018
Dog,Rhod Ridgeback/Labrador Retr,Tan/Black,Spayed,LARGE,K17-023026,DA33,A350893,2017-04-05,2017-05-03,28,Stray,FIELD,Adoption,WALKIN,HEALTHY,HEALTHY,COUNTY,1,2015-04-21T00:00:00.000,*LILY,95403,26076,SANTA ROSA,2017
Dog,Pit Bull,Gray/White,Spayed,LARGE,K18-028854,TRUCK,A374352,2018-06-29,2018-06-29,0,Stray,FIELD,Return To Owner,FLD_NBR,UNKNOWN,HEALTHY,COUNTY,1,,BABY,95403,26076,SANTA ROSA,2018
Dog,Parson Russ Ter/Mix,White/Brown,Neutered,SMALL,K23-045659,DA45,A419522,2023-08-08,2023-09-08,31,Stray,OVER THE COUNTER,Adoption,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,1,2021-08-08T00:00:00.000,*GROVER,95446,23755,COUNTY,2023
Other,Chicken,Red,Male,SMALL,K22-041618,LS02,A411990,2022-06-14,2022-07-09,25,Stray,OVER THE COUNTER,Transfer,WESTFARM,UNKNOWN,HEALTHY,COUNTY,1,,,95401,26075,SANTA ROSA,2022
Dog,Pit Bull/Mix,Brown,Female,MED,K16-021200,DS54,A343798,2016-10-16,2016-10-20,4,Confiscate,FLD_ARREST,Return To Owner,FLD_PRVS,HEALTHY,HEALTHY,COUNTY,1,2014-10-16T00:00:00.000,MISHKA,94510,569,OUT OF COUNTY,2016
Cat,Domestic Lh,Org Tabby,Neutered,KITTN,K17-024347,WESTFARM,A354885,2017-07-11,2017-07-29,18,Stray,COMM CAT,Adoption,WESTFARM,UNKNOWN,HEALTHY,COUNTY,1,2017-05-02T00:00:00.000,*PAUL,95401,26075,SANTA ROSA,2017
Cat,Siamese,Seal Pt,Unknown,KITTN,K17-025657,CS06,A362461,2017-10-10,2017-10-13,3,Stray,COMM CAT,Euthanize,ILL SEVERE,UNKNOWN,UNTREATABLE,COUNTY,1,,,,,,2017
Dog,Pit Bull,Blue/White,Spayed,MED,K20-036235,DQ116,A399005,2020-07-18,2020-07-28,10,Quarantine,FIELD,Return To Owner,OVER THE COUNTER_NOTICE,UNKNOWN,PENDING,SANTA ROSA,1,2018-07-18T00:00:00.000,ULA,95407,26079,SANTA ROSA,2020
Cat,Domestic Sh,Black/White,Spayed,KITTN,K16-020076,CS04,A340310,2016-08-02,2016-08-10,8,Owner Surrender,OVER THE COUNTER,Adoption,WALKIN,HEALTHY,HEALTHY,*WINDSOR,1,2016-06-03T00:00:00.000,PRINCESS DARTH VADER,95403,26076,COUNTY,2016
Dog,Pit Bull/Mix,Br Brindle,Neutered,MED,K17-022576,DA38,A348523,2017-02-17,2017-03-31,42,Stray,OVER THE COUNTER,Adoption,SPEC EVENT,HEALTHY,HEALTHY,SANTA ROSA,1,2008-03-03T00:00:00.000,RANGER,95425,23501,COUNTY,2017
Dog,Germ Shepherd,Tan/Black,Spayed,LARGE,K15-015340,DS61,A325032,2015-08-10,2015-09-02,23,Stray,VET_HOSP,Transfer,G SHEP NC,HEALTHY,HEALTHY,COUNTY,1,2010-08-31T00:00:00.000,MADISON,95015,11160,OUT OF COUNTY,2015
Dog,Toy Fox Terrier,White/Black,Neutered,TOY,K13-006641,DA47,A025040,2013-11-16,2014-01-31,76,Owner Surrender,OVER THE COUNTER,Transfer,MUTTVILLE,HEALTHY,HEALTHY,SANTA ROSA,1,2005-04-01T00:00:00.000,TIGER JR,94103,28853,OUT OF COUNTY,2013
Cat,Domestic Sh,Gray Tabby/Tortie,Spayed,KITTN,K16-020287,CS04,A340823,2016-08-13,2016-08-26,13,Stray,OVER THE COUNTER,Adoption,INTERNET,HEALTHY,HEALTHY,SANTA ROSA,1,2016-05-13T00:00:00.000,*ANGELICA,95465,31039,COUNTY,2016
Dog,Queensland Heel/Mix,Gray,Spayed,PUPPY,K17-024125,DA48,A354293,2017-06-24,2017-07-12,18,Owner Surrender,OVER THE COUNTER,Adoption,SCAS WEB,HEALTHY,HEALTHY,COUNTY,1,2017-04-24T00:00:00.000,TUNDRA,95404,26077,SANTA ROSA,2017
Dog,Germ Shepherd/Pit Bull,Bl Brindle,Male,PUPPY,K22-040764,RECEIVING,A410207,2022-02-23,2022-02-23,0,Owner Surrender,OVER THE COUNTER,Transfer,EBSPCA,TREATABLE/REHAB,TREATABLE/REHAB,SANTA ROSA,1,2021-11-23T00:00:00.000,,94805,1507,OUT OF COUNTY,2022
Other,Pigeon,Gray/Black,Unknown,SMALL,K15-013591,TX,A320737,2015-04-16,2015-04-16,0,Stray,FIELD,Euthanize,INJ SEVERE,UNTREATABLE,UNTREATABLE,SANTA ROSA,1,,,,,,2015
Dog,Rottweiler,Black/Tan,Spayed,LARGE,K15-015950,DS83,A326953,2015-09-14,2015-09-15,1,Stray,FIELD,Return To Owner,OVER THE COUNTER_WEB,HEALTHY,HEALTHY,SANTA ROSA,1,,MUNECA,95401,26075,SANTA ROSA,2015
Dog,Germ Shepherd,Brown/Black,Male,LARGE,K18-029889,DS89,A353866,2018-09-15,2018-09-18,3,Stray,FIELD,Return To Owner,OVER THE COUNTER_WALKIN,HEALTHY,HEALTHY,COUNTY,1,2014-06-24T00:00:00.000,KANE,95448,31016,COUNTY,2018
Dog,Germ Shepherd/Siberian Husky,Yellow,Male,LARGE,K15-016634,DS72,A329400,2015-11-01,2015-11-03,2,Confiscate,FLD_ARREST,Return To Owner,OVER THE COUNTER_PRVS,HEALTHY,HEALTHY,SANTA ROSA,1,2011-11-03T00:00:00.000,BAM BAM,91342,18912,OUT OF COUNTY,2015
Cat,Domestic Mh,Gray/White,Spayed,KITTN,K21-038737,LOBBY,A405205,2021-06-04,2021-07-15,41,Stray,PHONE,Adoption,SCAS WEB,UNKNOWN,HEALTHY,COUNTY,1,2021-05-04T00:00:00.000,*TORI,95403,26076,SANTA ROSA,2021
Dog,Golden Retr,White,Neutered,LARGE,K17-022086,DS85,A202074,2017-01-03,2017-01-04,1,Stray,FIELD,Return To Owner,OVER THE COUNTER_PRVS,HEALTHY,HEALTHY,COUNTY,1,,DUKE,95476,31040,COUNTY,2017
Dog,Pit Bull/Mix,Black/White,Male,MED,K21-039526,DS80,A406596,2021-09-04,2021-09-04,0,Stray,FIELD,Return To Owner,OVER THE COUNTER_WEB,UNKNOWN,PENDING,SANTA ROSA,1,,BOW,83455,20733,OUT OF COUNTY,2021
Cat,Siamese/Mix,Lynx Pt,Neutered,KITTN,K18-028875,LOBBY,A374378,2018-06-30,2018-07-07,7,Owner Surrender,OVER THE COUNTER,Adoption,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,1,2018-04-30T00:00:00.000,ROMEO,95403,26076,*WINDSOR,2018
Dog,Pit Bull,Fawn/White,Neutered,MED,K18-027829,DA10,A370787,2018-04-12,2018-06-19,68,Stray,OVER THE COUNTER,Adoption,FB SCAS,HEALTHY,HEALTHY,SANTA ROSA,1,2017-04-20T00:00:00.000,*RUSS,95404,26077,SANTA ROSA,2018
Dog,Chihuahua Sh/Mix,Brown/White,Female,TOY,K21-040336,DS52,A408491,2021-12-18,2022-01-26,39,Stray,PHONE,Euthanize,AGGRESSIVE,UNTREATABLE,UNTREATABLE,SANTA ROSA,1,,,,,,2021
Dog,Siberian Husky,White,Female,LARGE,K17-026742,DA29,A365668,2017-12-20,2017-12-26,6,Stray,FIELD,Return To Owner,OVER THE COUNTER_WEB,HEALTHY,HEALTHY,COUNTY,1,2014-12-26T00:00:00.000,LUNA,95492,31428,*WINDSOR,2017
Dog,Chihuahua Sh,Tricolor/White,Neutered,TOY,K16-017987,DA47,A333840,2016-03-05,2016-03-19,14,Stray,OVER THE COUNTER,Adoption,REFERRAL,HEALTHY,HEALTHY,COUNTY,1,2012-03-17T00:00:00.000,*JAMES,98020,17009,OUT OF COUNTY,2016
Cat,Domestic Sh,Gray/White,Unknown,MED,K18-028373,EUTH,A372777,2018-05-23,2018-05-23,0,Stray,FIELD,Euthanize,ILL SEVERE,UNTREATABLE,UNTREATABLE,COUNTY,1,,,,,,2018
Dog,Pit Bull,Black/White,Spayed,SMALL,K22-041022,DA32,A410793,2022-04-02,2022-04-28,26,Stray,FIELD,Transfer,MARIN HS,HEALTHY,HEALTHY,SANTA ROSA,1,2021-07-12T00:00:00.000,*AMBER,94949,1842,OUT OF COUNTY,2022
Dog,Chihuahua Sh,Tan,Male,TOY,K14-011346,VET,A306654,2014-10-18,2014-10-23,5,Stray,FIELD,Euthanize,INJ SEVERE,UNTREATABLE,DEAD,SANTA ROSA,1,2012-01-22T00:00:00.000,CHARLY,95405,26078,SANTA ROSA,2014
Dog,Pit Bull,Br Brindle,Male,MED,K16-019728,DS84,A339485,2016-07-11,2016-07-12,1,Stray,FIELD,Return To Owner,OVER THE COUNTER_PRVS,HEALTHY,HEALTHY,*WINDSOR,1,2015-11-12T00:00:00.000,RALPH,95492,31428,*WINDSOR,2016
Dog,Germ Shepherd,Gray,Spayed,MED,K20-035877,DS65,A320551,2020-05-30,2020-06-02,3,Stray,FIELD,Return To Owner,OVER THE COUNTER_WEB,TREATABLE/REHAB,TREATABLE/REHAB,SANTA ROSA,1,2014-11-20T00:00:00.000,CHISPA,95401,26075,SANTA ROSA,2020
Cat,Domestic Lh,Buff/White,Neutered,SMALL,K16-020727,SMM,A342310,2016-09-12,2016-09-17,5,Stray,FIELD,Euthanize,ILL SEVERE,UNTREATABLE,UNTREATABLE,COUNTY,1,,,,,,2016
Dog,Cairn Terrier/Mix,Buff,Spayed,SMALL,K15-012746,DA40,A316676,2015-02-10,2015-02-20,10,Stray,FIELD,Adoption,WALKIN,HEALTHY,HEALTHY,COUNTY,1,2012-02-19T00:00:00.000,TRIXIE,95401,26075,SANTA ROSA,2015
Dog,Chihuahua Sh,Tan,Neutered,SMALL,K14-009187,TX,A307750,2014-06-09,2014-06-20,11,Transfer,VET_HOSP,Transfer,MUTTVILLE,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,SANTA ROSA,1,1999-06-18T00:00:00.000,,94103,28853,OUT OF COUNTY,2014
Cat,Domestic Lh,Calico,Spayed,SMALL,K14-007665,CS04,A302496,2014-02-08,2014-02-11,3,Owner Surrender,OVER THE COUNTER,Adoption,INTERNET,HEALTHY,HEALTHY,SANTA ROSA,1,2010-02-08T00:00:00.000,GLITTER,95405,26078,SANTA ROSA,2014
Dog,Rottweiler,Black/Tan,Female,LARGE,K17-026460,TRUCK,A364963,2017-11-28,2017-11-28,0,Stray,FIELD,Return To Owner,FLD_MCHIP,UNKNOWN,HEALTHY,COUNTY,1,,DAISY I,95407,26079,COUNTY,2017
Dog,Pit Bull,Fawn,Male,PUPPY,K14-007449,DQ107,A299506,2014-01-23,2014-01-23,0,Stray,OVER THE COUNTER,Return To Owner,RETURN TO OWNER,HEALTHY,HEALTHY,SANTA ROSA,1,2013-08-16T00:00:00.000,RIGGER,95407,26079,SANTA ROSA,2014
Cat,Domestic Sh,Calico,Spayed,KITTN,K15-013838,CQ,A321408,2015-05-07,2015-07-28,82,Stray,COMM CAT,Adoption,REFERRAL,HEALTHY,HEALTHY,COUNTY,1,2015-05-04T00:00:00.000,*GWEN STEFANI,94501,320,OUT OF COUNTY,2015
Cat,Domestic Lh,Black/White,Neutered,SMALL,K16-021550,CI02,A321055,2016-11-12,2016-11-30,18,Quarantine,FLD_STRAY,Euthanize,AGGRESSIVE,UNTREATABLE,UNTREATABLE,SANTA ROSA,1,,MISHA,95409,26080,SANTA ROSA,2016
Dog,Rottweiler,Black/Tan,Female,MED,K19-031356,DS62,A384169,2019-02-02,2019-03-04,30,Stray,FIELD,Transfer,ARF,HEALTHY,HEALTHY,SANTA ROSA,1,,*PEARL,94598,1186,OUT OF COUNTY,2019
Cat,Persian/Mix,Brn Tabby/White,Male,KITTN,K16-021998,SMM,A346520,2016-12-22,2017-01-08,17,Stray,OVER THE COUNTER,Died,IN KENNEL,TREATABLE/REHAB,DEAD,COUNTY,1,2016-10-07T00:00:00.000,*LOVE,,,,2016
Dog,Aust Cattle Dog,Tan/Black,Unknown,PUPPY,K22-040787,CS04,A410245,2022-02-24,2022-02-26,2,Stray,BORN_HERE,Transfer,HDBQ,TREATABLE/REHAB,TREATABLE/REHAB,SANTA ROSA,1,2022-02-21T00:00:00.000,,94044,28604,OUT OF COUNTY,2022
Dog,Pomeranian,Tan,Female,SMALL,K18-029395,DS96,A375225,2018-08-08,2018-08-09,1,Stray,OVER THE COUNTER,Return To Owner,OVER THE COUNTER_MCHIP,UNKNOWN,PENDING,SANTA ROSA,1,,,95405,26078,SANTA ROSA,2018
Dog,Pit Bull/Mix,Br Brindle/White,Neutered,LARGE,K20-036292,DS83,A367829,2020-07-24,2020-08-18,25,Owner Surrender,FIELD,Euthanize,AGGRESSIVE,UNTREATABLE,UNTREATABLE,COUNTY,1,2012-07-24T00:00:00.000,RASCAL,,,,2020
Cat,Domestic Sh,Black,Neutered,SMALL,K15-012473,CS06,A315900,2015-01-17,2015-01-22,5,Stray,COMM CAT,Return To Owner,COMMCAT,HEALTHY,HEALTHY,SANTA ROSA,1,,,95403,26076,SANTA ROSA,2015
Dog,Germ Shepherd,Black/Black,Male,LARGE,K17-023670,DA26,A402158,2017-05-30,2017-05-30,0,Stray,FIELD,Return To Owner,OVER THE COUNTER_PRVS,HEALTHY,HEALTHY,SANTA ROSA,1,2016-05-30T00:00:00.000,OSO,95407,26079,SANTA ROSA,2017
Dog,Germ Shepherd/Mix,Brown/Black,Spayed,SMALL,K17-022525,DA06,A348215,2017-02-12,2017-02-25,13,Stray,FIELD,Adoption,INTERNET,HEALTHY,HEALTHY,SANTA ROSA,1,2016-11-21T00:00:00.000,*MISSY,94531,586,OUT OF COUNTY,2017
Dog,Dachshund/Mix,Black/Brown,Male,SMALL,K19-031619,DS96,A384759,2019-03-06,2019-03-14,8,Stray,FIELD,Transfer,HSSC,UNKNOWN,HEALTHY,COUNTY,1,2018-11-06T00:00:00.000,,95407,26079,COUNTY,2019
Dog,Chihuahua Sh,Tan,Spayed,TOY,K18-026875,DS49,A366589,2018-01-02,2018-01-05,3,Stray,FIELD,Return To Owner,OVER THE COUNTER_CALL,HEALTHY,TREATABLE/REHAB,SANTA ROSA,1,2010-01-02T00:00:00.000,CANDY,95401,26075,SANTA ROSA,2018
Cat,Domestic Sh,White/Black,Spayed,KITTN,K15-015628,LOBBY,A326317,2015-08-26,2015-09-11,16,Stray,VET_HOSP,Adoption,WALKIN,HEALTHY,HEALTHY,COUNTY,1,2015-06-26T00:00:00.000,*CHOCOLATE CHIP,95966,670,OUT OF COUNTY,2015
Dog,Germ Shepherd,Tan,Spayed,LARGE,K15-013628,DS66,A222179,2015-04-18,2015-05-12,24,Confiscate,FLD_EVICT,Euthanize,ILL SEVERE,TREATABLE/MANAGEABLE,UNTREATABLE,COUNTY,1,2004-05-13T00:00:00.000,ROCKIE,95407,26079,SANTA ROSA,2015
Cat,Domestic Sh,Agouti,Unknown,KITTN,K18-028668,RECEIVING,A374063,2018-06-15,2018-06-15,0,Stray,OVER THE COUNTER,Euthanize,ILL SEVERE,UNKNOWN,UNTREATABLE,COUNTY,1,2018-05-31T00:00:00.000,,,,,2018
